Name,Text,Pre2022,Length
1984 by George Orwell,"He was shoeless; large, dirty toes were sticking out of the holes in his socks. He was also several days away from a shave. A scrubby beard covered his face to the cheekbones, giving him an air of ruffianism that went oddly with his large weak frame and nervous movements. Winston roused hirnself a little from his lethargy. He must speak to Ampleforth, and risk the yell from the telescreen. It was even conceivable that Ampleforth was the bearer of the razor blade. 'Ampleforth,' he said. There was no yell from the telescreen. Ampleforth paused, mildly startled. His eyes focused themselves slowly on Winston.",1,medium
1984 by George Orwell,"A figure in blue overalls was coming down the pavement, not ten metres away. It was the girl from the Fiction Department, the girl with dark hair. The light was failing, but there was no difficulty in recognizing her. She looked him straight in the face, then walked quickly on as though she had not seen him. For a few seconds Winston was too paralysed to move. Then he turned to the right and walked heavily away, not noticing for the moment that he was going in the wrong direction. At any rate, one question was settled. There was no doubting any longer that the girl was spying on him.",1,medium
1984 by George Orwell,"But the physical difficulty of meeting was enormous. It was like trying to make a move at chess when you were already mated. Whichever way you turned, the telescreen faced you. Actually, all the possible ways of communicating with her had occurred to him within five minutes of reading the note; but now, with time to think, he went over them one by one, as though laying out a row of instruments on a table. Obviously the kind of encounter that had happened this morning could not be repeated. If she had worked in the Records Department it might have been comparatively simple, but he had only a very dim idea whereabouts in the building the Fiction Department lay, and he had no pretext for going there.",1,medium
1984 by George Orwell,"It was too complex to be put into words. There was the dream itself, and there was a memory connected with it that had swum into his mind in the few seconds after waking. He lay back with his eyes shut, still sodden in the atmosphere of the dream. It was a vast, luminous dream in which his whole life seemed to stretch out before him like a landscape on a summer evening after rain. It had all occurred inside the glass paperweight, but the surface of the glass was the dome of the sky, and inside the dome everything was flooded with clear soft light in which one could see into interminable distances.",1,medium
1984 by George Orwell,"Promiscuity went unpunished, divorce was permitted. For that matter, even religious worship would have been permitted if the proles had shown any sign of needing or wanting it. They were beneath suspicion. As the Party slogan put it: 'Proles and animals are free.' Winston reached down and cautiously scratched his varicose ulcer. It had begun itching again. The thing you invariably came back to was the impossibility of knowing what life before the Revolution had really been like. He took out of the drawer a copy of a children's history textbook which he had borrowed from Mrs Parsons, and began copying a passage into the diary: In the old days (it ran), before the glorious Revolution, London was not the beautiful city that we know today.",1,medium
1984 by George Orwell,"They're boring, really. They only have six plots, but they swap them round a bit. Of course I was only on the kaleidoscopes. I was never in the Rewrite Squad. I'm not literary, dear--not even enough for that.' He learned with astonishment that all the workers in Pornosec, except the heads of the departments, were girls. The theory was that men, whose sex instincts were less controllable than those of women, were in greater danger of being corrupted by the filth they handled. 'They don't even like having married women there,' she added. Girls are always supposed to be so pure.",1,medium
1984 by George Orwell,"He must leave in ten minutes. He had to be back at work by fourteen-thirty. Curiously, the chiming of the hour seemed to have put new heart into him. He was a lonely ghost uttering a truth that nobody would ever hear. But so long as he uttered it, in some obscure way the continuity was not broken. It was not by making yourself heard but by staying sane that you carried on the human heritage. He went back to the table, dipped his pen, and wrote: To the future or to the past, to a time when thought is free, when men are different from one another and do not live alone--to a time when truth exists and what is done cannot be undone: From the age of uniformity, from the age of solitude, from the age of Big Brother, from the age of doublethink--greetings! He was already dead, he reflected.",1,medium
1984 by George Orwell,"'It's coffee,' he murmured, 'real coffee.' 'It's Inner Party coffee. There's a whole kilo here,' she said. 'How did you manage to get hold of all these things?' 'It's all Inner Party stuff. There's nothing those swine don't have, nothing. But of course waiters and servants and people pinch things, and--look, I got a little packet of tea as well.' Winston had squatted down beside her. He tore open a corner of the packet. 'It's real tea. Not blackberry leaves.' 'There's been a lot of tea about lately. They've captured India, or something,' she said vaguely. 'But listen, dear. I want you to turn your back on me for three minutes.",1,medium
1984 by George Orwell,"Your worst enemy, he reflected, was your own nervous system. At any moment the tension inside you was liable to translate itself into some visible symptom. He thought of a man whom he had passed in the street a few weeks back; a quite ordinary-looking man, a Party member, aged thirty-five to forty, tallish and thin, carrying a brief-case. They were a few metres apart when the left side of the man's face was suddenly contorted by a sort of spasm. It happened again just as they were passing one another: it was only a twitch, a quiver, rapid as the clicking of a camera shutter, but obviously habitual.",1,medium
1984 by George Orwell,"He was getting, he judged, three meals in the twenty-four hours; sometimes he wondered dimly whether he was getting them by night or by day. The food was surprisingly good, with meat at every third meal. Once there was even a packet of cigarettes. He had no matches, but the never-speaking guard who brought his food would give him a light. The first time he tried to smoke it made him sick, but he persevered, and spun the packet out for a long time, smoking half a cigarette after each meal. They had given him a white slate with a stump of pencil tied to the corner.",1,medium
1984 by George Orwell,"It was always very much the same. He was standing in front of a wall of darkness, and on the other side of it there was something unendurable, something too dreadful to be faced. In the dream his deepest feeling was always one of self-deception, because he did in fact know what was behind the wall of darkness. With a deadly effort, like wrenching a piece out of his own brain, he could even have dragged the thing into the open. He always woke up without discovering what it was: but somehow it was connected with what Julia had been saying when he cut her short.",1,medium
1984 by George Orwell,"He had given a quick glance up and down the street and then had slipped inside and bought the book for two dollars fifty. At the time he was not conscious of wanting it for any particular purpose. He had carried it guiltily home in his briefcase. Even with nothing written in it, it was a compromising possession. The thing that he was about to do was to open a diary. This was not illegal (nothing was illegal, since there were no longer any laws), but if detected it was reasonably certain that it would be punished by death, or at least by twenty-five years in a forced-labour camp.",1,medium
1984 by George Orwell,"Nothing that he does is indifferent. His friendships, his relaxations, his behaviour towards his wife and children, the expression of his face when he is alone, the words he mutters in sleep, even the characteristic movements of his body, are all jealously scrutinized. Not only any actual misdemeanour, but any eccentricity, however small, any change of habits, any nervous mannerism that could possibly be the symptom of an inner struggle, is certain to be detected. He has no freedom of choice in any direction whatever. On the other hand his actions are not regulated by law or by any clearly formulated code of behaviour.",1,medium
1984 by George Orwell,"'We shall meet in the place where there is no darkness,' O'Brien had said to him. He knew what it meant, or thought he knew. The place where there is no darkness was the imagined future, which one would never see, but which, by foreknowledge, one could mystically share in. But with the voice from the telescreen nagging at his ears he could not follow the train of thought further. He put a cigarette in his mouth. Half the tobacco promptly fell out on to his tongue, a bitter dust which was difficult to spit out again. The face of Big Brother swam into his mind, displacing that of O'Brien.",1,medium
1984 by George Orwell,"In Oldspeak it is called, quite frankly, 'reality control'. In Newspeak it is called DOUBLETHINK, though DOUBLETHINK comprises much else as well. DOUBLETHINK means the power of holding two contradictory beliefs in one's mind simultaneously, and accepting both of them. The Party intellectual knows in which direction his memories must be altered; he therefore knows that he is playing tricks with reality; but by the exercise of DOUBLETHINK he also satisfies himself that reality is not violated. The process has to be conscious, or it would not be carried out with sufficient precision, but it also has to be unconscious, or it would bring with it a feeling of falsity and hence of guilt.",1,medium
1984 by George Orwell,"She had seemed to be not merely with him, but inside him. It was as though she had got into the texture of his skin. In that moment he had loved her far more than he had ever done when they were together and free. Also he knew that somewhere or other she was still alive and needed his help. He lay back on the bed and tried to compose himself. What had he done? How many years had he added to his servitude by that moment of weakness? In another moment he would hear the tramp of boots outside. They could not let such an outburst go unpunished.",1,medium
A Game of Thrones by George R. R. Martin,"The stars were coming out. DAENERYS The heart was steaming in the cool evening air when Khal Drogo set it before her, raw and bloody. His arms were red to the elbow. Behind him, his bloodriders knelt on the sand beside the corpse of the wild stallion, stone knives in their hands. The stallion's blood looked black in the flickering orange glare of the torches that ringed the high chalk walls of the pit. Dany touched the soft swell of her belly. Sweat beaded her skin and trickled down her brow. She could feel the old women watching her, the ancient crones of Vaes Dothrak, with eyes that shone dark as polished flint in their wrinkled faces.",1,medium
A Game of Thrones by George R. R. Martin,"The silver horse leapt the flames as if she had wings. When she pulled up before Magister Illyrio, she said, ""Tell Khal Drogo that he has given me the wind."" The fat Pentoshi stroked his yellow beard as he repeated her words in Dothraki, and Dany saw her new husband smile for the first time. The last sliver of sun vanished behind the high walls of Pentos to the west just then. Dany had lost all track of time. Khal Drogo commanded his bloodriders to bring forth his own horse, a lean red stallion. As the khal was saddling the horse, Viserys slid close to Dany on her silver, dug his fingers into her leg, and said, ""Please him, sweet sister, or I swear, you will see the dragon wake as it has never woken before.",1,medium
A Game of Thrones by George R. R. Martin,"The galley slowed. Another shout. The oars slid back inside the hull. As they thumped against the dock, Tyroshi seamen leapt down to tie up. Moreo came bustling up, all smiles. ""King's Landing, my lady, as you did command, and never has a ship made a swifter or surer passage. Will you be needing assistance to carry your things to the castle?"" ""We shall not be going to the castle. Perhaps you can suggest an inn, someplace clean and comfortable and not too far from the river."" The Tyroshi fingered his forked green beard. ""Just so. I know of several establishments that might suit your needs.",1,medium
A Game of Thrones by George R. R. Martin,""" The three men-at-arms exchanged uncertain looks. ""Our lord is honored by his trust,"" one of them said hesitantly. ""I envy your father all these fine friends,"" Lannister quipped, ""but I do not quite see the purpose of this, Lady Stark."" She ignored him, turning to the large party in blue and grey. They were the heart of the matter; there were more than twenty of them. ""I know your sigil as well: the twin towers of Frey. How fares your good lord, sers?"" Their captain rose. ""Lord Walder is well, my lady. He plans to take a new wife on his ninetieth name day, and has asked your lord father to honor the wedding with his presence.",1,medium
A Game of Thrones by George R. R. Martin,"In the shadow of the wall, farmers stood beside their wagons, bellowing out, ""Apples, the best apples, cheap at twice the price,"" and ""Blood melons, sweet as honey,"" and ""Turnips, onions, roots, here you go here, here you go, turnips, onions, roots, here you go here."" The Mud Gate was open, and a squad of City Watchmen stood under the portcullis in their golden cloaks, leaning on spears. When a column of riders appeared from the west, the guardsmen sprang into action, shouting commands and moving the carts and foot traffic aside to let the knight enter with his escort. The first rider through the gate carried a long black banner.",1,medium
A Game of Thrones by George R. R. Martin,"Illyrio whispered to them. ""Those three are Drogo's bloodriders, there,"" he said. ""By the pillar is Khal Moro, with his son Rhogoro. The man with the green beard is brother to the Archon of Tyrosh, and the man behind him is Ser Jorah Mormont."" The last name caught Daenerys. ""A knight?"" ""No less."" Illyrio smiled through his beard. ""Anointed with the seven oils by the High Septon himself."" ""What is he doing here?"" she blurted. ""The Usurper wanted his head,"" Illyrio told them. ""Some trifling affront. He sold some poachers to a Tyroshi slaver instead of giving them to the Night's Watch.",1,medium
A Game of Thrones by George R. R. Martin,"No one could move through the woods as silent as Will, and it had not taken the black brothers long to discover his talent. ""The camp is two miles farther on, over that ridge, hard beside a stream,"" Will said. ""I got close as I dared. There's eight of them, men and women both. No children I could see. They put up a lean-to against the rock. The snow's pretty well covered it now, but I could still make it out. No fire burning, but the firepit was still plain as day. No one moving. I watched a long time. No living man ever lay so still.",1,medium
A Game of Thrones by George R. R. Martin,"R. MARTIN sudden halt. Drogo stood and pulled Dany to her feet beside him. It was time for her bride gifts. And after the gifts, she knew, after the sun had gone down, it would be time for the first ride and the consummation of her marriage. Dany tried to put the thought aside, but it would not leave her. She hugged herself to try to keep from shaking. Her brother Viserys gifted her with three handmaids. Dany knew they had cost him nothing; Illyrio no doubt had provided the girls. Irri and Jhiqui were copper-skinned Dothraki with black hair and almondshaped eyes, Doreah a fair-haired, blue-eyed Lysene girl.",1,medium
A Game of Thrones by George R. R. Martin,"The company included more swords than Catelyn would have liked. Three by the fire wore the red stallion badge of the Brackens, and there was a large party in blue steel ringmail and capes of a silvery grey. On their shoulder was another familiar sigil, the twin towers of House Frey. She studied their faces, but they were all too young to have known her. The senior among them would have been no older than Bran when she went north. Ser Rodrik found them an empty place on the bench near the kitchen. Across the table a handsome youth was fingering a woodharp.",1,medium
A Game of Thrones by George R. R. Martin,"His lord father had come first, escorting the queen. She was as beautiful as men said. A jeweled tiara gleamed amidst her long golden hair, its emeralds a perfect match for the green of her eyes. His father helped her up the steps to the dais and led her to her seat, but the queen never so much as looked at him. Even at fourteen, Jon could see through her smile. Next had come King Robert himself, with Lady Stark on his arm. The king was a great disappointment to Jon. His father had talked of him often: the peerless Robert Baratheon, demon of the Trident, the fiercest warrior of the realm, a giant among princes.",1,medium
A Game of Thrones by George R. R. Martin,"We shall be returning to Winterfell."" ""I shall begin making arrangements at once, my lord. We will need a fortnight to ready everything for the journey."" ""We may not have a fortnight. We may not have a day. The king mentioned something about seeing my head on a spike."" Ned frowned. He did not truly believe the king would harm him, not Robert. He was angry now, but once Ned was safely out of sight, his rage would cool as it always did. Always? Suddenly, uncomfortably, he found himself recalling Rhaegar Targaryen. Fifteen years dead, yet Robert hates him as much as ever.",1,medium
A Game of Thrones by George R. R. Martin,""" ""My daughters . . ."" ""The younger girl escaped Ser Meryn and fled,"" Varys told him. ""I have not been able to find her. Nor have the Lannisters. A kindness, there. Our new king loves her not. Your older girl is still betrothed to Joffrey. Cersei keeps her close. She came to court a few days ago to plead that you be spared. A pity you couldn't have been there, you would have been touched."" He leaned forward intently. ""I trust you realize that you are a dead man, Lord Eddard?"" ""The queen will not kill me,"" Ned said. His head swam; the wine was strong, and it had been too long since he'd eaten.",1,medium
A Game of Thrones by George R. R. Martin,"Jon took as much pleasure from Pyp's antics as anyone . . . yet that night he turned away and went instead to the end of the bench, where Samwell Tarly sat alone, as far from the others as he could get. He was finishing the last of the pork pie the cooks had served up for supper when Jon sat down across from him. The fat boy's eyes widened at the sight of Ghost. ""Is that a wolf?"" ""A direwolf,"" Jon said. ""His name is Ghost. The direwolf is the sigil of my father's House."" ""Ours is a striding huntsman,"" Samwell Tarly said.",1,medium
A Game of Thrones by George R. R. Martin,"The Dothraki stared at her with eyes of night, waiting. Khal Drogo laid his hand on Dany's arm. She could feel the tension in his fingers. Even a khal as mighty as Drogo could know fear when the dosh khaleen peered into smoke of the future. At her back, her handmaids fluttered anxiously. Finally the crone opened her eye and lifted her arms. ""I have seen his face, and heard the thunder of his hooves,"" she proclaimed in a thin, wavery voice. ""The thunder of his hooves!"" the others chorused. ""As swift as the wind he rides, and behind him his khalasar covers the earth, men without number, with arakhs shining in their hands like blades of razor grass.",1,medium
A Game of Thrones by George R. R. Martin,"She scarcely looked like a woman; tall and lean, with the same hard face as the others, her hair hidden beneath a bowl-shaped halfhelm. The spear she held was eight feet of black oak, tipped in rusted steel. ""Let's have a look,"" said the big bald man. Bran watched him anxiously. The man's clothes were filthy, fallen almost to pieces, patched here with brown and here with blue and there with a dark green, and faded everywhere to grey, but once that cloak might have been black. The grey stubbly man wore black rags too, he saw with a sudden start.",1,medium
A Game of Thrones by George R. R. Martin,"""He sent the girl away?"" ""He did better than that,"" Tyrion said. ""First he made my brother tell me the truth. The girl was a whore, you see. Jaime arranged the whole affair, the road, the outlaws, all of it. He thought it was time I had a woman. He paid double for a maiden, knowing it would be my first time. ""After Jaime had made his confession, to drive home the lesson, Lord Tywin brought my wife in and gave her to his guards. They paid her fair enough. A silver for each man, how many whores command that high a price? He sat me down in the corner of the barracks and bade me watch, and at the end she had so many silvers the coins were slipping through her fingers and rolling on the floor, she .",1,medium
A Game of Thrones by George R. R. Martin,"Mormont stood before the altar, the rainbow shining on his broad bald head. ""You came to us outlaws,"" he began, ""poachers, rapers, debtors, killers, and thieves. You came to us children. You came to us alone, in chains, with neither friends nor honor. You came to us rich, and you came to us poor. Some of you bear the names of proud houses. Others have only bastards' names, or no names at all. It makes no matter. All that is past now. On the Wall, we are all one house. ""At evenfall, as the sun sets and we face the gathering night, you shall take your vows.",1,medium
A Game of Thrones by George R. R. Martin,"Now he commands Eastwatch by the Sea."" ""I don't care,"" Jon said. ""I don't care about them and I don't care about you or Thorne or Benjen Stark or any of it. I hate it here. It's too . . . it's cold."" ""Yes. Cold and hard and mean, that's the Wall, and the men who walk it. Not like the stories your wet nurse told you. Well, piss on the stories and piss on your wet nurse. This is the way it is, and you're here for life, same as the rest of us."" ""Life,"" Jon repeated bitterly. The armorer could talk about life.",1,medium
A Game of Thrones by George R. R. Martin,"Ser Rodrik is feverish from his wounds."" More than once she had feared the gallant old knight would not survive the journey. Toward the end he could scarcely sit his horse, and Bronn had urged her to leave him to his fate, but Catelyn would not hear of it. They had tied him in the saddle instead, and she had commanded Marillion the singer to watch over him. Ser Donnel hesitated before he answered. ""The Lady Lysa has commanded the maester to remain at the Eyrie at all times, to care for Lord Robert,"" he said. ""We have a septon at the gate who tends to our wounded.",1,medium
A Game of Thrones by George R. R. Martin,"""The real message is in what Sansa does not say. All this about how kindly and gently the Lannisters are treating her . . . I know the sound of a threat, even whispered. They have Sansa hostage, and they mean to keep her."" ""There's no mention of Arya,"" Robb pointed out, miserable. ""No."" Catelyn did not want to think what that might mean, not now, not here. ""I had hoped . . . if you still held the Imp, a trade of hostages . . ."" He took Sansa's letter and crumpled it in his fist, and she could tell from the way he did it that it was not the first time.",1,medium
A Game of Thrones by George R. R. Martin,"""Enough, Sansa. More of that and you will change my mind. I am weary unto death of this endless war you two are fighting. You are sisters. I expect you to behave like sisters, is that understood?"" Sansa bit her lip and nodded. Arya lowered her face to stare sullenly at her plate. She could feel tears stinging her eyes. She rubbed them away angrily, determined not to cry. The only sound was the clatter of knives and forks. ""Pray excuse me,"" her father announced to the table. ""I find I have small appetite tonight."" He walked from the hall. After he was gone, Sansa exchanged excited whispers with Jeyne Poole.",1,medium
A Game of Thrones by George R. R. Martin,"""But he never . . . I don't . . . Your Grace, I wouldn't know what to say . . ."" The queen patted her hand. ""We will tell you what to write, child. The important thing is that you urge Lady Catelyn and your brother to keep the king's peace."" ""It will go hard for them if they don't,"" said Grand Maester Pycelle. ""By the love you bear them, you must urge them to walk the path of wisdom."" ""Your lady mother will no doubt fear for you dreadfully,"" the queen said. ""You must tell her that you are well and in our care, that we are treating you gently and seeing to your every want.",1,medium
A Game of Thrones by George R. R. Martin,"""So he will. Perhaps they will teach him a lesson. Ned, see that your daughter is disciplined. I will do the same with my son."" ""Gladly, Your Grace,"" Ned said with vast relief. Robert started to walk away, but the queen was not done. ""And what of the direwolf?"" she called after him. ""What of the beast that savaged your son?"" The king stopped, turned back, frowned. ""I'd forgotten about the damned wolf."" Ned could see Arya tense in Jory's arms. Jory spoke up quickly. ""We found no trace of the direwolf, Your Grace."" Robert did not look unhappy. ""No? So be it.",1,medium
A Game of Thrones by George R. R. Martin,"Nor is your sister alone in wondering at the manner of the Hand's death. None dare say Jon was murdered, not openly, but suspicion casts a long shadow."" He gave Catelyn a look, his mouth tight. ""And there is the boy."" ""The boy? What of him?"" She ducked her head as they passed under a low overhang of rock, and around a sharp turn. Her uncle's voice was troubled. ""Lord Robert,"" he sighed. ""Six years old, sickly, and prone to weep if you take his dolls away. Jon Arryn's trueborn heir, by all the gods, yet there are some who say he is too weak to sit his father's seat, Nestor Royce has been high steward these past fourteen years, while Lord Jon served in King's Landing, and many whisper that he should rule until the boy comes of age.",1,medium
A Game of Thrones by George R. R. Martin,"The boy dropped the pitchfork and made a soft noise, something between a gasp and a sigh. His hands closed around the blade. ""Oh, gods,"" he moaned, as his undertunic began to redden. ""Take it out."" When she took it out, he died. The horses were screaming. Arya stood over the body, still and frightened in the face of death. Blood had gushed from the boy's mouth as he collapsed, and more was seeping from the slit in his belly, pooling beneath his body. His palms were cut where he'd grabbed at the blade. She backed away slowly, Needle red in her hand.",1,medium
A Game of Thrones by George R. R. Martin,"You would do well to listen, my lady. I shall say this only once. When the king returns from his hunt, I intend to lay the truth before him. You must be gone by then. You and your children, all three, and not to Casterly Rock. If I were you, I should take ship for the Free Cities, or even farther, to the Summer Isles or the Port of Ibben. As far as the winds blow."" ""Exile,"" she said. ""A bitter cup to drink from."" ""A sweeter cup than your father served Rhaegar's children,"" Ned said, ""and kinder than you deserve.",1,medium
A Game of Thrones by George R. R. Martin,"Renly had seemed anxious to know if the girl reminded him of anyone, and when Ned had no answer but a shrug, he had seemed disappointed. The maid was Loras Tyrell's sister Margaery, he'd confessed, but there were those who said she looked like Lyanna. ""No,"" Ned had told him, bemused. Could it be that Lord Renly, who looked so like a young Robert, had conceived a passion for a girl he fancied to be a young Lyanna? That struck him as more than passing queer. Jory held out the doublet, and Ned slid his hands through the armholes. ""Perhaps Lord Stannis will return for Robert's tourney,"" he said as Jory laced the garment up the back.",1,medium
A Game of Thrones by George R. R. Martin,"""I want to hear what she says."" ""Thank you, Your Grace."" Sansa smiled, a shy secret smile, just for him. He was listening. She knew he would. ""Treason is a noxious weed,"" Pycelle declared solemnly. ""It must be torn up, root and stem and seed, lest new traitors sprout from every roadside."" ""Do you deny your father's crime?"" Lord Baelish asked. ""No, my lords."" Sansa knew better than that. ""I know he must be punished. All I ask is mercy. I know my lord father must regret what he did. He was King Robert's friend and he loved him, you all know he loved him.",1,medium
A Game of Thrones by George R. R. Martin,"""This tourney is an extravagance the realm cannot afford."" ""Speak to him as you will,"" Lord Renly said, ""we had still best make our plans."" ""Another day,"" Ned said. Perhaps too sharply, from the looks they gave him. He would have to remember that he was no longer in Winterfell, where only the king stood higher; here, he was but first among equals. ""Forgive me, my lords,"" he said in a softer tone. ""I am tired. Let us call a halt for today and resume when we are fresher."" He did not ask for their consent, but stood abruptly, nodded at them all, and made for the door.",1,medium
A Game of Thrones by George R. R. Martin,"You have nothing to give us but your lives. How would you like to die, Tyrion son of Tywin?"" ""In my own bed, with a belly full of wine and a maiden's mouth around my cock, at the age of eighty,"" he replied. The huge one, Shagga, laughed first and loudest. The others seemed less amused. ""Conn, take their horses,"" Gunthor commanded. ""Kill the other and seize the halfinan. He can milk the goats and make the mothers laugh."" Bronn sprang to his feet. ""Who dies first?"" ""No!"" Tyrion said sharply. ""Gunthor son of Gurn, hear me. My House is rich and powerful.",1,medium
A Game of Thrones by George R. R. Martin,"Perhaps the old gods will."" ""As you wish, boy,"" Mormont said. Sam took his seat again, as did Jon. ""We have placed each of you in an order, as befits our need and your own strengths and skills."" Bowen Marsh stepped forward and handed him a paper. The Lord Commander unrolled it and began to read. ""Haider, to the builders,"" he began. Haider gave a stiff nod of approval. ""Grenn, to the rangers. Albett, to the builders. Pypar, to the rangers."" Pyp looked over at Jon and wiggled his ears. ""Samwell, to the stewards."" Sam sagged with relief, mopping at his brow with,a scrap of silk.",1,medium
A Game of Thrones by George R. R. Martin,"Ned did not like to think on that. ""Here,"" he told his king. Robert nodded silently, knelt, and bowed his head. There were three tombs, side by side. Lord Rickard Stark, Ned's father, had a long, stern face. The stonemason had known him well. He sat with quiet dignity, stone fingers holding tight to the sword across his lap, but in life all swords had failed him. In two smaller sepulchres on either side were his children. Brandon had been twenty when he died, strangled by order of the Mad King Aerys Targaryen only a few short days before he was to wed Catelyn Tully of Riverrun.",1,medium
A Game of Thrones by George R. R. Martin,"The king eats, they say, and the Hand takes the shit."" He threw back his head and roared his laughter. The echoes rang through the darkness, and all around them the dead of Winterfell seemed to watch with cold and disapproving eyes. Finally the laughter dwindled and stopped. Ned was still on one knee, his eyes upraised. ""Damn it, Ned,"" the king complained. ""You might at least humor me with a smile."" ""They say it grows so cold up here in winter that a man's laughter freezes in his throat and chokes him to death,"" Ned said evenly. ""Perhaps that is why the Starks have so little humor.",1,medium
A Game of Thrones by George R. R. Martin,"Maester Aemon listened silently, blind eyes fixed on the fire, but Chett's face darkened with each word. ""Without us to keep him safe, Sam will have no chance,"" Jon finished. ""He's hopeless with a sword. My sister Arya could tear him apart, and she's not yet ten. If Ser Alliser makes him fight, it's only a matter of time before he's hurt or killed."" Chett could stand no more. ""I've seen this fat boy in the common hall,"" he said. ""He is a pig, and a hopeless craven as well, if what you say is true."" ""Maybe it is so,"" Maester Aemon said.",1,medium
1984 by George Orwell,"O'Brien had sat down beside the bed, so that his face was almost on a level with Winston's. 'Three thousand,' he said, speaking over Winston's head to the man in the white coat. Two soft pads, which felt slightly moist, clamped themselves against Winston's temples. He quailed. There was pain coming, a new kind of pain. O'Brien laid a hand reassuringly, almost kindly, on his. 'This time it will not hurt,' he said. 'Keep your eyes fixed on mine.' At this moment there was a devastating explosion, or what seemed like an explosion, though it was not certain whether there was any noise. There was undoubtedly a blinding flash of light. Winston was not hurt, only prostrated. Although he had already been lying on his back when the thing happened, he had a curious feeling that he had been knocked into that position. A terrific painless blow had flattened him out. Also something had happened inside his head. As his eyes regained their focus he remembered who he was, and where he was, and recognized the face that was gazing into his own; but somewhere or other there was a large patch of emptiness, as though a piece had been taken out of his brain. 'It will not last,' said O'Brien. 'Look me in the eyes. What country is Oceania at war with?' Winston thought. He knew what was meant by Oceania and that he himself was a citizen of Oceania.",1,large
1984 by George Orwell,"What was it?' he said in surprise. 'A rat. I saw him stick his beastly nose out of the wainscoting. There's a hole down there. I gave him a good fright, anyway.' 'Rats!' murmured Winston. 'In this room!' 'They're all over the place,' said Julia indifferently as she lay down again. 'We've even got them in the kitchen at the hostel. Some parts of London are swarming with them. Did you know they attack children? Yes, they do. In some of these streets a woman daren't leave a baby alone for two minutes. It's the great huge brown ones that do it. And the nasty thing is that the brutes always----' 'DON'T GO ON!' said Winston, with his eyes tightly shut. 'Dearest! You've gone quite pale. What's the matter? Do they make you feel sick?' 'Of all horrors in the world--a rat!' She pressed herself against him and wound her limbs round him, as though to reassure him with the warmth of her body. He did not reopen his eyes immediately. For several moments he had had the feeling of being back in a nightmare which had recurred from time to time throughout his life. It was always very much the same. He was standing in front of a wall of darkness, and on the other side of it there was something unendurable, something too dreadful to be faced. In the dream his deepest feeling was always one of self-deception, because he did in fact know what was behind the wall of darkness.",1,large
1984 by George Orwell,"The future belonged to the proles. And could he be sure that when their time came the world they constructed would not be just as alien to him, Winston Smith, as the world of the Party? Yes, because at the least it would be a world of sanity. Where there is equality there can be sanity. Sooner or later it would happen, strength would change into consciousness. The proles were immortal, you could not doubt it when you looked at that valiant figure in the yard. In the end their awakening would come. And until that happened, though it might be a thousand years, they would stay alive against all the odds, like birds, passing on from body to body the vitality which the Party did not share and could not kill. 'Do you remember,' he said, 'the thrush that sang to us, that first day, at the edge of the wood?' 'He wasn't singing to us,' said Julia. 'He was singing to please himself. Not even that. He was just singing.' The birds sang, the proles sang. the Party did not sing. All round the world, in London and New York, in Africa and Brazil, and in the mysterious, forbidden lands beyond the frontiers, in the streets of Paris and Berlin, in the villages of the endless Russian plain, in the bazaars of China and Japan--everywhere stood the same solid unconquerable figure, made monstrous by work and childbearing, toiling from birth to death and still singing.",1,large
1984 by George Orwell,"""Who controls the present controls the past,""' said O'Brien, nodding his head with slow approval. 'Is it your opinion, Winston, that the past has real existence?' Again the feeling of helplessness descended upon Winston. His eyes flitted towards the dial. He not only did not know whether 'yes' or 'no' was the answer that would save him from pain; he did not even know which answer he believed to be the true one. O'Brien smiled faintly. 'You are no metaphysician, Winston,' he said. 'Until this moment you had never considered what is meant by existence. I will put it more precisely. Does the past exist concretely, in space? Is there somewhere or other a place, a world of solid objects, where the past is still happening?' 'No.' 'Then where does the past exist, if at all?' 'In records. It is written down.' 'In records. And----?' 'In the mind. In human memories.' 'In memory. Very well, then. We, the Party, control all records, and we control all memories. Then we control the past, do we not?' 'But how can you stop people remembering things?' cried Winston again momentarily forgetting the dial. 'It is involuntary. It is outside oneself. How can you control memory? You have not controlled mine!' O'Brien's manner grew stern again. He laid his hand on the dial. 'On the contrary,' he said, 'YOU have not controlled it. That is what has brought you here. You are here because you have failed in humility, in self-discipline.",1,large
1984 by George Orwell,"When his father disappeared, his mother did not show any surprise or any violent grief, but a sudden change came over her. She seemed to have become completely spiritless. It was evident even to Winston that she was waiting for something that she knew must happen. She did everything that was needed--cooked, washed, mended, made the bed, swept the floor, dusted the mantelpiece--always very slowly and with a curious lack of superfluous motion, like an artist's lay-figure moving of its own accord. Her large shapely body seemed to relapse naturally into stillness. For hours at a time she would sit almost immobile on the bed, nursing his young sister, a tiny, ailing, very silent child of two or three, with a face made simian by thinness. Very occasionally she would take Winston in her arms and press him against her for a long time without saying anything. He was aware, in spite of his youthfulness and selfishness, that this was somehow connected with the never-mentioned thing that was about to happen. He remembered the room where they lived, a dark, close-smelling room that seemed half filled by a bed with a white counterpane. There was a gas ring in the fender, and a shelf where food was kept, and on the landing outside there was a brown earthenware sink, common to several rooms. He remembered his mother's statuesque body bending over the gas ring to stir at something in a saucepan.",1,large
